,words,type,sentiment,lemm,source
5140,любование,Noun,positive,любование,feeling
5141,любоваться,Verb,positive,любоваться,feeling
5142,любовный,Adj,positive,любовный,feeling
5143,любовь,Noun,positive,любовь,feeling
5144,любопытнейший,Adj,positive,любопытнейший,opinion
5145,любопытность,Noun,positive,любопытность,opinion
5146,любопытный,Adj,positive,любопытный,feeling
5147,любопытный,Adj,positive,любопытный,opinion
5148,любопытствовать,Verb,positive,любопытствовать,feeling
5149,любопытство,Noun,positive,любопытство,feeling
5150,людишки,Noun,negative,людишки,opinion
5151,людоедский,Adj,negative,людоедский,fact
5152,людоедство,Noun,negative,людоедство,fact
5153,людоед,Noun,negative,людоед,fact
5154,люмбаго,Noun,negative,люмбаго,fact
5155,лютовать,Verb,negative,лютовать,opinion
5156,лютость,Noun,negative,лютость,opinion
5157,лютый,Adj,negative,лютый,opinion
5158,лямзить,Verb,negative,лямзить,fact
5159,лямка,Noun,negative,лямка,opinion
5160,лямка,Noun,neutral,лямка,fact
5161,ляпать,Verb,negative,ляпать,opinion
5162,ляпнуть,Verb,negative,ляпнуть,opinion
5163,ляп,Noun,negative,ляп,opinion
5164,магический,Adj,positive,магический,opinion
5165,магия,Noun,negative,магия,opinion
5166,магия,Noun,positive,магия,opinion
5167,маг,Noun,positive,маг,opinion
5168,мажорное настроение,NG,positive,мажорный настроение,feeling
5169,мажорный,Adj,neutral,мажорный,fact
5170,мажорный,Adj,positive,мажорный,feeling
5171,мажор,Noun,neutral,мажор,fact
5172,мажор,Noun,positive,мажор,feeling
5173,мазаться,Verb,negative,мазаться,opinion
5174,мазаться,Verb,neutral,мазаться,fact
5175,мазафака,Noun,negative,мазафака,opinion
5176,мазохизм,Noun,negative,мазохизм,opinion
5177,мазохистка,Noun,negative,мазохистка,opinion
5178,мазохистский,Adj,negative,мазохистский,opinion
5179,мазохист,Noun,negative,мазохист,opinion
5180,малейший,Adj,negative,малейший,opinion
5181,маловажность,Noun,negative,маловажность,opinion
5182,маловажный,Adj,negative,маловажный,opinion
5183,маловато,Adv,negative,маловато,opinion
5184,маловразумительный,Adj,negative,маловразумительный,opinion
5185,маловыгодный,Adj,negative,маловыгодный,opinion
5186,маловыразительность,Noun,negative,маловыразительность,opinion
5187,маловыразительный,Adj,negative,маловыразительный,opinion
5188,малограмотность,Noun,negative,малограмотность,opinion
5189,малограмотный,Adj,negative,малограмотный,opinion
5190,малодушие,Noun,negative,малодушие,opinion
5191,малодушный,Adj,negative,малодушный,opinion
5192,малозначащий,Adj,negative,малозначащий,opinion
5193,малозначимость,Noun,negative,малозначимость,opinion
5194,малозначимый,Adj,negative,малозначимый,opinion
5195,малозначительный,Adj,negative,малозначительный,opinion
5196,малоимущий,Adj,negative,малоимущий,opinion
5197,малоинтересный,Adj,negative,малоинтересный,opinion
5198,малокомпетентность,Noun,negative,малокомпетентность,opinion
5199,малокомпетентный,Adj,negative,малокомпетентный,opinion
5200,малокровие,Noun,negative,малокровие,fact
5201,малообеспеченность,Noun,negative,малообеспеченность,opinion
5202,малообеспеченный,Adj,negative,малообеспеченный,opinion
5203,малообоснованность,Noun,negative,малообоснованность,opinion
5204,малообоснованный,Adj,negative,малообоснованный,opinion
5205,малообразованный,Adj,negative,малообразованный,opinion
5206,малообщительность,Noun,negative,малообщительность,opinion
5207,малообщительный,Adj,negative,малообщительный,opinion
5208,малоопытность,Noun,negative,малоопытность,opinion
5209,малоопытный,Adj,negative,малоопытный,opinion
5210,малоосмысленность,Noun,negative,малоосмысленность,opinion
5211,малоосмысленный,Adj,negative,малоосмысленный,opinion
5212,малопонятный,Adj,negative,малопонятный,opinion
5213,малопочтенный,Adj,negative,малопочтенный,opinion
5214,малопригодность,Noun,negative,малопригодность,opinion
5215,малопригодный,Adj,negative,малопригодный,opinion
5216,малопримечательный,Adj,negative,малопримечательный,opinion
5217,малопристойность,Noun,negative,малопристойность,opinion
5218,малопристойный,Adj,negative,малопристойный,opinion
5219,малоприятный,Adj,negative,малоприятный,opinion
5220,малопродуктивный,Adj,negative,малопродуктивный,opinion
5221,малореалистичный,Adj,negative,малореалистичный,opinion
5222,малорезультативный,Adj,negative,малорезультативный,opinion
5223,малосведущий,Adj,negative,малосведущий,opinion
5224,малосильный,Adj,negative,малосильный,opinion
5225,малосимпатичный,Adj,negative,малосимпатичный,opinion
5226,малосодержательный,Adj,negative,малосодержательный,opinion
5227,малость,Noun,negative,малость,opinion
5228,малость,Noun,neutral,малость,opinion
5229,малость,Noun,neutral,малость,opinion
5230,малосущественный,Adj,negative,малосущественный,opinion
5231,малоубедительность,Noun,negative,малоубедительность,opinion
5232,малоубедительный,Adj,negative,малоубедительный,opinion
5233,малоудачный,Adj,negative,малоудачный,opinion
5234,малоутешительный,Adj,negative,малоутешительный,opinion
5235,малоэффективность,Noun,negative,малоэффективность,opinion
5236,малоэффективный,Adj,negative,малоэффективный,opinion
